"","","","","","Issue Date","","","","","","","","","","","Violation","","","","","","","","","","","Location","","","","","",""
"","","HK200314770","","","10/02/2018  10:10:13 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314771","","","10/02/2018  10:10:03 AM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314772","","","10/02/2018  10:10:40 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314773","","","10/02/2018  10:10:29 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314774","","","10/02/2018  10:10:35 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314775","","","10/02/2018  10:10:11 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314776","","","10/02/2018  10:10:31 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314777","","","10/02/2018  10:10:43 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314778","","","10/02/2018  10:10:20 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314779","","","10/02/2018  11:10:15 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314780","","","10/02/2018  11:10:30 AM","","","","","","","","","","","NO COMMUTER PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314781","","","10/02/2018  11:10:43 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314782","","","10/02/2018  11:10:24 AM","","","","","","","","","","","NO COMMUTER PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314783","","","10/02/2018  11:10:24 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Alumni A","","","","","",""
"","","HK200314784","","","10/02/2018  11:10:06 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314785","","","10/02/2018  11:10:46 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314786","","","10/02/2018  11:10:25 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314787","","","10/02/2018  11:10:25 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314788","","","10/02/2018  11:10:09 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314789","","","10/02/2018  11:10:58 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314790","","","10/02/2018  11:10:58 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314791","","","10/02/2018  11:10:40 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314792","","","10/02/2018  11:10:33 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314793","","","10/02/2018  12:10:51 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314794","","","10/02/2018  12:10:32 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Baird B","","","","","",""
"","","HK200314795","","","10/02/2018  12:10:02 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Baird B","","","","","",""
"","","HK200314796","","","10/02/2018  14:10:40 PM","","","","","","","","","","","RESTRICTED ZONE*","","","","","","","","","","","Slee B","","","","","",""
"","","HK200314797","","","10/03/2018  08:10:19 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314798","","","10/03/2018  08:10:07 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314799","","","10/03/2018  08:10:23 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314800","","","10/03/2018  08:10:44 AM","","","","","","","","","","","NO COMMUTER PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314801","","","10/03/2018  08:10:36 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314802","","","10/03/2018  08:10:26 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314803","","","10/03/2018  08:10:28 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314804","","","10/03/2018  08:10:16 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314805","","","10/03/2018  08:10:28 AM","","","","","","","","","","","OTHER (NON-SAFETY)*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314806","","","10/03/2018  09:10:58 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314807","","","10/03/2018  09:10:53 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Jacobs A","","","","","",""
"","","HK200314808","","","10/03/2018  09:10:33 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Jacobs C","","","","","",""
"","","HK200314809","","","10/03/2018  09:10:51 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Jacobs C","","","","","",""
"","","HK200314810","","","10/03/2018  09:10:53 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Jacobs B","","","","","",""
"","","HK200314811","","","10/03/2018  09:10:06 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314812","","","10/03/2018  09:10:28 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314813","","","10/03/2018  10:10:09 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314814","","","10/03/2018  10:10:23 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314815","","","10/03/2018  10:10:51 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314816","","","10/03/2018  10:10:41 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314817","","","10/03/2018  10:10:35 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314818","","","10/03/2018  10:10:44 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314819","","","10/03/2018  10:10:14 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314820","","","10/03/2018  10:10:28 AM","","","","","","","","","","","PARKED ON GRASS*","","","","","","","","","","","Campus Mail","","","","","",""
"","","HK200314821","","","10/03/2018  10:10:25 AM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","CFA Service","","","","","",""
"","","HK200314822","","","10/03/2018  10:10:35 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314823","","","10/03/2018  10:10:23 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314824","","","10/03/2018  10:10:06 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314825","","","10/03/2018  11:10:10 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314826","","","10/03/2018  11:10:26 AM","","","","","","","","","","","NO STUDENT PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314827","","","10/03/2018  11:10:45 AM","","","","","","","","","","","NO STUDENT PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314828","","","10/03/2018  11:10:00 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Alumni B","","","","","",""
"","","HK200314829","","","10/03/2018  11:10:48 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Alumni B","","","","","",""
"","","HK200314830","","","10/03/2018  11:10:51 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Alumni B","","","","","",""
"","","HK200314831","","","10/03/2018  11:10:44 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Alumni C","","","","","",""
"","","HK200314832","","","10/03/2018  11:10:49 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Alumni C","","","","","",""
"","","HK200314833","","","10/03/2018  11:10:24 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Alumni C","","","","","",""
"","","HK200314834","","","10/03/2018  11:10:26 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200314835","","","10/03/2018  11:10:24 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200314836","","","10/03/2018  11:10:44 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200314837","","","10/03/2018  11:10:17 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200314838","","","10/03/2018  11:10:23 AM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Fine Arts Loading","","","","","",""
"","","HK200314839","","","10/03/2018  11:10:10 AM","","","","","","","","","","","NO STUDENT PERMIT*","","","","","","","","","","","Stadium","","","","","",""
"","","HK200314840","","","10/03/2018  11:10:32 AM","","","","","","","","","","","NO STUDENT PERMIT*","","","","","","","","","","","Stadium","","","","","",""
"","","HK200314841","","","10/03/2018  11:10:23 AM","","","","","","","","","","","NO STUDENT PERMIT*","","","","","","","","","","","Stadium","","","","","",""
"","","HK200314842","","","10/03/2018  12:10:12 PM","","","","","","","","","","","NO STUDENT PERMIT*","","","","","","","","","","","Stadium","","","","","",""
"","","HK200314843","","","10/03/2018  12:10:47 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Stadium","","","","","",""
"","","HK200314844","","","10/03/2018  12:10:40 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Stadium","","","","","",""
"","","HK200314845","","","10/03/2018  12:10:50 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314846","","","10/03/2018  12:10:22 PM","","","","","","","","","","","RESTRICTED ZONE - STATE SPACE*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314847","","","10/03/2018  12:10:54 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314848","","","10/03/2018  12:10:40 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314849","","","10/03/2018  12:10:42 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314850","","","10/03/2018  12:10:27 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314851","","","10/03/2018  12:10:11 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314852","","","10/03/2018  12:10:18 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314853","","","10/03/2018  12:10:12 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314854","","","10/03/2018  12:10:04 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314855","","","10/03/2018  12:10:21 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314856","","","10/03/2018  12:10:13 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314857","","","10/03/2018  12:10:38 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314858","","","10/03/2018  13:10:47 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","CFA Service","","","","","",""
"","","HK200314859","","","10/03/2018  13:10:08 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","CFA Service","","","","","",""
"","","HK200314860","","","10/03/2018  13:10:38 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200314861","","","10/03/2018  13:10:50 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","CFA Service","","","","","",""
"","","HK200314862","","","10/03/2018  14:10:36 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Rensch Entrance","","","","","",""
"","","HK200314863","","","10/03/2018  14:10:07 PM","","","","","","","","","","","NO CHILD DEV PERMIT*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314864","","","10/03/2018  14:10:01 PM","","","","","","","","","","","NO CHILD DEV PERMIT*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314865","","","10/03/2018  14:10:48 PM","","","","","","","","","","","NO CHILD DEV PERMIT*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314866","","","10/03/2018  14:10:54 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314867","","","10/03/2018  14:10:15 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Jacobs A","","","","","",""
"","","HK200314868","","","10/03/2018  14:10:30 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Jacobs A","","","","","",""
"","","HK200314869","","","10/03/2018  14:10:19 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Jacobs B","","","","","",""
"","","HK200314870","","","10/03/2018  14:10:41 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Jacobs C","","","","","",""
"","","HK200314871","","","10/03/2018  14:10:00 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Jacobs C","","","","","",""
"","","HK200314872","","","10/03/2018  14:10:42 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Jacobs C","","","","","",""
"","","HK200314873","","","10/03/2018  14:10:50 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Baird B","","","","","",""
"","","HK200314874","","","10/03/2018  14:10:28 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Baird B","","","","","",""
"","","HK200314875","","","10/03/2018  15:10:00 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314876","","","10/03/2018  15:10:43 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314877","","","10/03/2018  15:10:30 PM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314878","","","10/03/2018  15:10:40 PM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314879","","","10/03/2018  15:10:29 PM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint East","","","","","",""
"","","HK200314880","","","10/03/2018  16:10:01 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Flint Entrance","","","","","",""
"","","HK200314881","","","10/03/2018  16:10:58 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314882","","","10/03/2018  16:10:33 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314883","","","10/03/2018  16:10:09 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314884","","","10/03/2018  16:10:08 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314885","","","10/03/2018  16:10:14 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314886","","","10/03/2018  16:10:43 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314887","","","10/03/2018  16:10:44 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Flint Entrance","","","","","",""
"","","HK200314888","","","10/03/2018  16:10:19 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314889","","","10/03/2018  16:10:43 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314890","","","10/03/2018  16:10:07 PM","","","","","","","","","","","PARKED IN FIRE LANE*","","","","","","","","","","","Ketter","","","","","",""
"","","HK200314891","","","10/03/2018  17:10:05 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Gane Terrace","","","","","",""
"","","HK200314892","","","10/03/2018  17:10:53 PM","","","","","","","","","","","RESTRICTED ZONE*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200314893","","","10/03/2018  17:10:21 PM","","","","","","","","","","","RESTRICTED ZONE*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200314894","","","10/03/2018  17:10:41 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Stadium Loading/Service Lot","","","","","",""
"","","HK200314895","","","10/03/2018  17:10:42 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314896","","","10/03/2018  17:10:48 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Flint Entrance","","","","","",""
"","","HK200314897","","","10/03/2018  17:10:05 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314898","","","10/03/2018  17:10:04 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314899","","","10/03/2018  18:10:09 PM","","","","","","","","","","","NO CHILD DEV PERMIT*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314900","","","10/03/2018  18:10:56 PM","","","","","","","","","","","RESTRICTED ZONE - STATE SPACE*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314901","","","10/03/2018  18:10:31 PM","","","","","","","","","","","RESTRICTED ZONE - STATE SPACE*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314902","","","10/03/2018  18:10:18 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314903","","","10/03/2018  18:10:51 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314904","","","10/03/2018  18:10:16 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314905","","","10/03/2018  18:10:24 PM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314906","","","10/03/2018  19:10:41 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Alumni A","","","","","",""
"","","HK200314907","","","10/03/2018  19:10:55 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Alumni A","","","","","",""
"","","HK200314908","","","10/03/2018  19:10:18 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Alumni A","","","","","",""
"","","HK200314909","","","10/04/2018  08:10:02 AM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314910","","","10/04/2018  08:10:52 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314911","","","10/04/2018  09:10:51 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Baird B","","","","","",""
"","","HK200314912","","","10/04/2018  10:10:11 AM","","","","","","","","","","","RESTRICTED ZONE - RED PERMIT*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314913","","","10/04/2018  10:10:59 AM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Jacobs B","","","","","",""
"","","HK200314914","","","10/04/2018  10:10:20 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Jacobs A","","","","","",""
"","","HK200314915","","","10/04/2018  10:10:04 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Jacobs A","","","","","",""
"","","HK200314916","","","10/04/2018  10:10:02 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Jacobs A","","","","","",""
"","","HK200314917","","","10/04/2018  10:10:30 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Jacobs A","","","","","",""
"","","HK200314918","","","10/04/2018  10:10:13 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Jacobs A","","","","","",""
"","","HK200314919","","","10/04/2018  10:10:39 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Jacobs B","","","","","",""
"","","HK200314920","","","10/04/2018  10:10:54 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Jacobs C","","","","","",""
"","","HK200314921","","","10/04/2018  10:10:02 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314922","","","10/04/2018  10:10:43 AM","","","","","","","","","","","OTHER (NON-SAFETY)*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314923","","","10/04/2018  10:10:51 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint West","","","","","",""
"","","HK200314924","","","10/04/2018  10:10:59 AM","","","","","","","","","","","NO FLINT VILLAGE PERMIT*","","","","","","","","","","","Flint West","","","","","",""
"","","HK200314925","","","10/04/2018  10:10:12 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314926","","","10/04/2018  11:10:37 AM","","","","","","","","","","","OTHER (NON-SAFETY)*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314927","","","10/04/2018  11:10:11 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314928","","","10/04/2018  11:10:45 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314929","","","10/04/2018  11:10:08 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314930","","","10/04/2018  11:10:30 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314931","","","10/04/2018  11:10:01 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314932","","","10/04/2018  11:10:59 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314933","","","10/04/2018  11:10:29 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314934","","","10/04/2018  11:10:18 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314935","","","10/04/2018  11:10:57 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314936","","","10/04/2018  11:10:07 AM","","","","","","","","","","","NO COMMUTER PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314937","","","10/04/2018  13:10:17 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314938","","","10/04/2018  13:10:21 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314939","","","10/04/2018  13:10:16 PM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314940","","","10/04/2018  13:10:34 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200314941","","","10/04/2018  13:10:46 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Baird B","","","","","",""
"","","HK200314942","","","10/04/2018  13:10:45 PM","","","","","","","","","","","BEYOND TIME LIMIT*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200314943","","","10/04/2018  13:10:49 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314944","","","10/04/2018  13:10:50 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314945","","","10/04/2018  13:10:43 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314946","","","10/04/2018  13:10:04 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314947","","","10/04/2018  13:10:39 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314948","","","10/04/2018  13:10:58 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314949","","","10/04/2018  13:10:56 PM","","","","","","","","","","","PARKED STRADDLING LINES*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314950","","","10/04/2018  13:10:44 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314951","","","10/04/2018  14:10:41 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314952","","","10/04/2018  14:10:48 PM","","","","","","","","","","","PARKED ON GRASS*","","","","","","","","","","","Arena","","","","","",""
"","","HK200314953","","","10/04/2018  17:10:51 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Alumni A","","","","","",""
"","","HK200314954","","","10/04/2018  17:10:25 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Alumni A","","","","","",""
"","","HK200314955","","","10/05/2018  09:10:28 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
